n_signals,combo,n,acc,avg_ret_pct,p_value,acc_pre2022,acc_post2022,stability
5,bin_gap_pct+bin_pcr_vs_avg+bin_stoch_5+bin_crude_oil_ret10+bin_pcr,50,0.72,0.2607750770137094,0.001234162565915835,0.6470588235294118,0.875,0.2279411764705882
4,bin_adx_14+bin_pcr_vs_avg+bin_stoch_5+bin_above_ema200,57,0.7192982456140351,0.33618631493834084,0.0005735835076053768,0.6774193548387096,0.7692307692307693,0.09181141439205964
4,bin_adx_14+bin_pcr_vs_avg+bin_gap_up+bin_above_ema200,53,0.7169811320754716,0.24900612802461297,0.0010439467751249833,0.6785714285714286,0.76,0.0814285714285714
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret10+bin_gap_up+bin_pcr,28,0.7142857142857143,0.142970254370438,0.020361845005006003,0.625,0.8333333333333334,0.20833333333333337
5,bin_adx_14+bin_gap_pct+bin_pcr_vs_avg+bin_gap_up+bin_above_ema200,31,0.7096774193548387,0.30442072802089437,0.01688719299970182,0.7,0.7272727272727273,0.027272727272727337
5,bin_adx_14+bin_pcr_vs_avg+bin_stoch_5+bin_crude_oil_ret10+bin_gap_up,31,0.7096774193548387,0.12670467131373583,0.01688719299970182,0.625,0.8,0.17500000000000004
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_gap_up+bin_consec_up,31,0.7096774193548387,0.23128907921331127,0.01688719299970182,0.6875,0.7333333333333333,0.04583333333333328
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_gap_up+bin_prior_week_bull,31,0.7096774193548387,0.23128907921331127,0.01688719299970182,0.6875,0.7333333333333333,0.04583333333333328
5,bin_adx_14+bin_gap_pct+bin_pcr_vs_avg+bin_crude_oil_ret10+bin_gap_up,24,0.7083333333333334,0.1351513428848201,0.03826752369041077,0.625,0.875,0.25
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_rsi_5+bin_gap_up,24,0.7083333333333334,0.19416018389426803,0.03826752369041077,0.6666666666666666,0.75,0.08333333333333337
5,bin_adx_14+bin_gap_pct+bin_pcr_vs_avg+bin_crude_oil_ret10+bin_pcr,24,0.7083333333333334,0.3150461742691147,0.03826752369041077,0.5882352941176471,1.0,0.4117647058823529
